,Country,Address,mts2,mts2_house,Bathrooms,Bedrooms,Price
430,Capital,Mendoza,150m2,100m2,1,3,US$ 150.000
431,Capital,Mendoza,660m2,299m2,4,3,US$ 260.000
432,Capital,Mendoza,95m2,195m2,2,3,US$ 82.000
433,Capital,Mendoza,350m2,250m2,3,4,US$ 340.000
434,Capital,Mendoza,144m2,120m2,2,2,US$ 45.000
435,Capital,Mendoza,1050m2,450m2,4,4,US$ 315.000
436,Capital,Mendoza,500m2,215m2,4,4,US$ 178.000
437,Capital,Mendoza,300m2,160m2,2,3,US$ 240.000
438,Capital,Mendoza,500m2,320m2,4,3,US$ 230.000
439,Capital,Mendoza,142m2,90m2,2,2,US$ 80.000
440,Capital,Mendoza,410m2,320m2,4,6,US$ 270.000
441,Capital,Mendoza,670m2,325m2,2,7,US$ 350.000
442,Capital,Mendoza,300m2,200m2,2,2,US$ 300.000
443,Capital,Mendoza,362m2,256m2,3,2,US$ 360.000
444,Capital,Mendoza,190m2,250m2,4,4,US$ 130.000
445,Capital,Mendoza,569m2,312m2,4,5,US$ 160.000
446,Capital,Mendoza,450m2,295m2,4,4,US$ 355.000
447,Capital,Mendoza,460m2,380m2,3,4,US$ 245.000
448,Capital,Mendoza,320m2,300m2,5,4,US$ 285.000
449,Capital,Mendoza,330m2,300m2,3,3,US$ 350.000
450,Capital,Mendoza,220m2,200m2,4,4,US$ 127.000
451,Capital,Mendoza,400m2,400m2,3,5,US$ 175.000
452,Capital,Mendoza,230m2,168m2,2,3,US$ 130.000
453,Capital,Mendoza,98m2,141m2,2,4,US$ 110.000
454,Capital,Mendoza,140m2,230m2,3,4,US$ 75.000
455,Capital,Mendoza,180m2,180m2,3,5,US$ 69.900
456,Capital,Mendoza,176m2,132m2,2,3,US$ 53.000
457,Capital,Mendoza,410m2,200m2,1,4,US$ 48.000
458,Capital,Mendoza,178m2,94m2,1,3,US$ 72.000
459,Capital,Mendoza,550m2,212m2,3,3,US$ 280.000
460,Capital,Mendoza,173m2,128m2,3,3,US$ 130.000
461,Capital,Mendoza,596m2,308m2,4,4,US$ 340.000
462,Capital,Mendoza,183m2,183m2,2,4,US$ 105.000
463,Capital,Mendoza,600m2,220m2,3,4,US$ 240.000
464,Capital,Mendoza,385m2,310m2,5,9,US$ 110.000
465,Capital,Mendoza,110m2,86m2,1,3,US$ 36.000
466,Capital,Mendoza,266m2,266m2,2,3,US$ 118.000
467,Capital,Mendoza,500m2,450m2,5,3,US$ 330.000
468,Capital,Mendoza,900m2,534m2,4,4,US$ 530.000
469,Capital,Mendoza,345m2,181m2,2,3,US$ 85.000
470,Capital,Mendoza,305m2,263m2,2,4,US$ 99.500
471,Capital,Mendoza,320m2,260m2,3,3,US$ 210.000
472,Capital,Mendoza,300m2,220m2,3,3,US$ 270.000
473,Capital,Mendoza,116m2,85m2,1,2,US$ 47.500
474,Capital,Mendoza,300m2,210m2,3,4,US$ 250.000
475,Capital,Mendoza,500m2,450m2,5,3,US$ 330.000
476,Capital,Mendoza,140m2,76m2,1,1,US$ 75.000
477,Capital,Mendoza,222m2,207m2,3,3,US$ 230.000
478,Capital,Mendoza,300m2,210m2,3,4,US$ 265.000
479,Capital,Mendoza,450m2,240m2,3,4,US$ 315.000
480,Capital,Mendoza,300m2,195m2,3,3,US$ 260.000
481,Capital,Mendoza,600m2,300m2,4,3,US$ 340.000
482,Capital,Mendoza,210m2,206m2,3,4,US$ 150.000
483,Capital,Mendoza,277m2,255m2,3,4,US$ 90.000
484,Capital,Mendoza,285m2,278m2,4,6,US$ 180.000
485,Capital,Mendoza,699m2,379m2,5,6,US$ 430.000
486,Capital,Mendoza,300m2,350m2,4,4,US$ 240.000
487,Capital,Mendoza,300m2,180m2,2,2,US$ 210.000
488,Capital,Mendoza,300m2,220m2,1,3,US$ 270.000
489,Capital,Mendoza,300m2,160m2,2,3,US$ 240.000
490,Capital,Mendoza,215m2,125m2,1,2,US$ 75.000
491,Capital,Mendoza,90m2,78m2,2,2,US$ 40.000
492,Capital,Mendoza,174m2,168m2,3,3,US$ 58.000
493,Capital,Mendoza,205m2,160m2,2,3,US$ 55.000
494,Capital,Mendoza,160m2,130m2,1,2,US$ 59.000
495,Capital,Mendoza,126m2,100m2,1,2,US$ 43.000
496,Capital,Mendoza,189m2,169m2,3,4,US$ 140.000
497,Capital,Mendoza,139m2,130m2,2,2,US$ 75.000
498,Capital,Mendoza,214m2,290m2,4,3,US$ 149.000
499,Capital,Mendoza,118m2,86m2,1,2,US$ 69.000
500,Capital,Mendoza,250m2,135m2,2,3,US$ 70.000
501,Capital,Mendoza,118m2,118m2,1,3,US$ 85.000
502,Capital,Mendoza,158m2,133m2,2,3,US$ 72.000
503,Capital,Mendoza,209m2,209m2,1,3,US$ 155.000
504,Capital,Mendoza,180m2,180m2,1,2,US$ 65.000
505,Capital,Mendoza,320m2,300m2,6,8,US$ 330.000
506,Capital,Mendoza,700m2,453m2,5,4,US$ 600.000
507,Capital,Mendoza,300m2,211m2,2,3,US$ 210.000
508,Capital,Mendoza,301m2,253m2,3,5,US$ 140.000
509,Capital,Mendoza,100m2,89m2,1,3,US$ 40.000
510,Capital,Mendoza,172m2,128m2,2,2,US$ 55.000
511,Capital,Mendoza,370m2,332m2,2,NaN,US$ 195.000
512,Capital,Mendoza,418m2,232m2,3,4,US$ 235.000
513,Capital,Mendoza,448m2,198m2,3,1,US$ 95.000
514,Capital,Mendoza,317m2,400m2,5,5,US$ 430.000
515,Capital,Mendoza,1461m2,670m2,5,5,US$ 1.200.000
516,Capital,Mendoza,328m2,124m2,1,3,US$ 100.000
517,Capital,Mendoza,119m2,84m2,1,2,US$ 37.000
518,Capital,Mendoza,517m2,253m2,3,4,US$ 285.000
519,Capital,Mendoza,129m2,118m2,2,3,US$ 65.000
520,Capital,Mendoza,380m2,300m2,5,5,US$ 85.000
521,Capital,Mendoza,275m2,280m2,2,3,US$ 135.000
522,Capital,Mendoza,165m2,160m2,3,4,US$ 140.000
523,Capital,Mendoza,250m2,250m2,2,4,US$ 106.000
524,Capital,Mendoza,230m2,230m2,3,6,US$ 120.000
525,Capital,Mendoza,455m2,450m2,1,1,US$ 300.000
526,Capital,Mendoza,365m2,67m2,1,1,US$ 180.000
527,Capital,Mendoza,280m2,200m2,2,4,US$ 133.000
528,Capital,Mendoza,250m2,240m2,3,4,US$ 160.000
529,Capital,Mendoza,400m2,190m2,4,4,US$ 150.000
530,Capital,Mendoza,280m2,85m2,1,2,US$ 40.000
531,Capital,Mendoza,500m2,280m2,3,4,US$ 210.000
532,Capital,Mendoza,108m2,103m2,1,2,US$ 45.000
533,Capital,Mendoza,167m2,132m2,2,2,US$ 50.000
534,Capital,Mendoza,220m2,230m2,2,3,US$ 170.000
535,Capital,Mendoza,589m2,210m2,2,3,US$ 200.000
536,Capital,Mendoza,372m2,450m2,1,9,US$ 210.000
537,Capital,Mendoza,250m2,185m2,2,4,US$ 135.000
538,Capital,Mendoza,280m2,300m2,2,3,US$ 90.000
539,Capital,Mendoza,125m2,140m2,2,3,US$ 80.000
540,Capital,Mendoza,250m2,339m2,4,5,US$ 145.000
541,Capital,Mendoza,290m2,285m2,5,6,US$ 180.000
542,Capital,Mendoza,175m2,150m2,2,3,US$ 110.000
543,Capital,Mendoza,732m2,350m2,2,4,US$ 320.000
544,Capital,Mendoza,100m2,160m2,2,4,US$ 95.000
545,Capital,Mendoza,260m2,200m2,3,3,US$ 200.000
546,Capital,Mendoza,600m2,300m2,4,5,US$ 275.000
547,Capital,Mendoza,577m2,550m2,4,4,US$ 550.000
548,Capital,Mendoza,198m2,198m2,2,3,US$ 75.000
549,Capital,Mendoza,650m2,350m2,3,3,US$ 500.000
550,Capital,Mendoza,116m2,105m2,2,2,US$ 43.000
551,Capital,Mendoza,380m2,280m2,3,2,US$ 330.000
552,Capital,Mendoza,100m2,150m2,2,4,US$ 150.000
553,Capital,Mendoza,160m2,60m2,1,1,US$ 80.000
554,Capital,Mendoza,1040m2,490m2,6,6,US$ 498.000
555,Capital,Mendoza,250m2,240m2,3,4,US$ 195.000
556,Capital,Mendoza,200m2,200m2,3,3,US$ 260.000
557,Capital,Mendoza,630m2,400m2,3,1,US$ 450.000
558,Capital,Mendoza,365m2,260m2,4,4,US$ 265.000
559,Capital,Mendoza,363m2,253m2,2,3,US$ 110.000
560,Capital,Mendoza,900m2,300m2,4,3,US$ 290.000
561,Capital,Mendoza,400m2,220m2,3,4,US$ 230.000
562,Capital,Mendoza,140m2,180m2,2,5,US$ 120.000
563,Capital,Mendoza,280m2,167m2,2,2,US$ 130.000
564,Capital,Mendoza,1090m2,300m2,2,3,US$ 380.000
565,Capital,Mendoza,600m2,380m2,3,4,US$ 350.000
566,Capital,Mendoza,300m2,190m2,2,3,US$ 275.000
567,Capital,Mendoza,300m2,200m2,2,4,US$ 240.000
568,Capital,Mendoza,417m2,200m2,1,3,US$ 110.000
569,Capital,Mendoza,305m2,220m2,3,3,US$ 220.000
570,Capital,Mendoza,500m2,380m2,5,5,US$ 350.000
571,Capital,Mendoza,300m2,220m2,4,4,US$ 310.000
572,Capital,Mendoza,300m2,160m2,2,3,US$ 248.000
573,Capital,Mendoza,300m2,265m2,5,4,US$ 210.000
574,Capital,Mendoza,285m2,180m2,2,8,US$ 240.000
575,Capital,Mendoza,600m2,330m2,3,5,US$ 285.000
576,Capital,Mendoza,140m2,140m2,2,3,US$ 90.000
577,Capital,Mendoza,198m2,198m2,3,4,US$ 60.000
578,Capital,Mendoza,318m2,125m2,1,3,US$ 75.000
579,Capital,Mendoza,380m2,360m2,3,4,US$ 240.000
580,Capital,Mendoza,280m2,130m2,1,2,US$ 27.500
581,Capital,Mendoza,100m2,100m2,1,1,US$ 40.000
582,Capital,Mendoza,227m2,116m2,1,2,US$ 65.000
583,Capital,Mendoza,650m2,80m2,1,3,US$ 19.000
584,Capital,Mendoza,130m2,130m2,2,2,US$ 125.000
585,Capital,Mendoza,200m2,160m2,2,3,US$ 80.000
586,Capital,Mendoza,160m2,110m2,1,2,US$ 90.000
587,Capital,Mendoza,306m2,155m2,2,2,US$ 83.000
588,Capital,Mendoza,300m2,300m2,1,3,US$ 40.000
589,Capital,Salta,490m2,190m2,4,4,US$ 165.000
590,Capital,Salta,1470m2,230m2,2,3,US$ 180.000
591,Capital,Salta,390m2,170m2,2,2,US$ 135.000
592,Capital,Salta,502m2,352m2,4,3,US$ 220.000
593,Capital,Salta,1162m2,162m2,2,3,US$ 195.000
594,Capital,Salta,2250m2,250m2,3,5,US$ 295.000
595,Capital,Mendoza,200m2,240m2,1,2,US$ 110.000
596,Capital,Mendoza,271m2,130m2,2,3,US$ 44.000
597,Capital,Mendoza,144m2,120m2,2,2,US$ 43.000
598,Capital,Mendoza,250m2,180m2,1,4,US$ 60.000
599,Capital,Mendoza,220m2,192m2,2,3,US$ 120.000
600,Capital,Mendoza,160m2,190m2,4,6,US$ 110.000
601,Capital,Mendoza,252m2,243m2,4,4,US$ 140.000
602,Capital,Mendoza,311m2,155m2,3,4,US$ 95.000
603,Capital,Mendoza,325m2,265m2,2,4,US$ 86.000
604,Capital,Mendoza,304m2,168m2,3,3,US$ 157.000
605,Capital,Mendoza,73m2,65m2,2,2,US$ 69.000
606,Capital,Mendoza,131m2,176m2,2,3,US$ 50.000
607,Capital,Mendoza,210m2,150m2,2,3,US$ 78.000
608,Capital,Mendoza,130m2,92m2,2,3,US$ 55.000
609,Capital,Mendoza,170m2,200m2,2,3,US$ 32.000
610,Capital,Mendoza,170m2,120m2,2,2,US$ 64.000
611,Capital,Mendoza,300m2,158m2,2,3,US$ 80.000
612,Capital,Mendoza,120m2,100m2,1,3,US$ 50.000
613,Capital,Mendoza,120m2,220m2,3,3,US$ 76.000
614,Capital,Mendoza,320m2,235m2,3,3,US$ 130.000
615,Capital,Mendoza,200m2,99m2,1,3,US$ 55.000
616,Capital,Mendoza,198m2,110m2,1,3,US$ 49.001
617,Capital,Mendoza,243m2,100m2,1,3,US$ 28.000
618,Capital,Mendoza,10000m2,1800m2,1,8,US$ 4.000.000
619,Capital,Mendoza,102m2,80m2,1,1,US$ 38.000
620,Capital,Mendoza,275m2,268m2,2,4,US$ 79.000
621,Capital,Mendoza,450m2,270m2,3,4,US$ 250.000
622,Capital,Mendoza,250m2,120m2,2,3,US$ 58.000
623,Capital,Mendoza,100m2,65m2,1,2,US$ 39.000
624,Capital,Mendoza,143m2,123m2,2,3,US$ 105.000
625,Capital,Mendoza,234m2,133m2,2,4,US$ 110.000
626,Capital,Mendoza,396m2,140m2,3,4,US$ 70.000
627,Capital,Mendoza,300m2,190m2,3,3,US$ 145.000
628,Capital,Mendoza,100m2,80m2,1,2,US$ 39.000
629,Capital,Mendoza,270m2,160m2,2,3,US$ 64.000
630,Capital,Mendoza,88m2,88m2,2,3,US$ 45.000
631,Capital,Mendoza,300m2,220m2,2,3,US$ 84.000
632,Capital,Mendoza,181m2,129m2,1,3,US$ 47.000
633,Capital,Mendoza,537m2,170m2,2,2,US$ 115.000
634,Capital,Mendoza,300m2,160m2,1,2,US$ 50.000
635,Capital,Mendoza,283m2,216m2,3,4,US$ 155.000
636,Capital,Mendoza,180m2,175m2,1,2,US$ 35.000
637,Capital,Mendoza,170m2,120m2,1,2,US$ 39.500
638,Capital,Mendoza,190m2,146m2,1,2,US$ 36.000
